Title,Price,Sold,Reviews,Condition,Mounting & Moving,Country/Region of Manufacture,Heating System,UPC,EAN,Power Source,Color,Number of Heat Settings,MPN,Material,Brand,Type,Control Style,Model,Features,Mounting Location,Item Width,Power,Colour,Room,Item Length,Item Depth,Heating Element Format,Voltage,Area Covered,Year Manufactured,BTU Heating Rating,Timer Control,Air Direction,Smart Home Protocol,Operating Sound Rating,Cool Fan Setting,Location,Recommended Environment,Type 1,Custom Bundle,Heating Element Material,Power (W),Design,Voltage Supply,Bundle Listing,Heating Technology,Energy Efficiency Rating,Unit Type,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),EC Range,Application,Annual Fuel Utilization Efficiency (AFUE),Size,Wattage,ISBN,Non-Domestic Product,Modified Item,Heater Type,Cable Length,Width,Heater Style,Height,Style,Smart Home Compatibility,Manufacturer Warranty,Country of Origin,Product Name,Temperature,Cover material,Lead wire,Perfermance 1,Perfermance 2,Bundle Description,Number of Cool Speeds,Tonnage,style,Manufacturer Part Number,Manufacturer,Item Height,Item Weight,Prop65_fl,Prop65Warning,ProductType,Country of Manufacture,Product Type,Instructions Included,Shape,Refrigerant,Compatible Model,Current Rating,Country Of Origin,Package Contents,Voltage:,Power ：,Product color:,Power supply:,Packing:,Number of Items,Use,Certification,Electric Heater Type,Heating Element,Installation,Origin,Contents of the package,Application Area,Rotating Speed,Timing Function,(Remote control) Battery,Volatage,Wire Length,Applications 2,Applications 3,Function 1,Function 2,Heating Method,Item Dimensions LxWxH,Region Code,Item model number,Package Dimensions,Heat Output,Weight,Heater,Finish,Manufacturer Color,Collection,Category,California Prop. 65 Warning,Color:,Power:,Application area:,Compressor Type,Personal Heater,Heating Wattage,Recommended Location,Plug Type,Applicable Area,Programmable Timer,Air Volume,Idle Speed of Fan,Frequency,Part Number,Batteries Required?,Item Package Quantity,Product Dimensions,Warranty Description,Batteries Included?,Number Of Pieces,Is Discontinued By Manufacturer,Included Components,Energy Rating,Stock #,KeroHeat Wick,Redstone RS-110 Wick,Compatible Product,Feature,HeatMate CTN110 Wick,Measurement (Approximate),Title,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Max. Power (kW),Dimension(L*W*H),Insulation,Heating BTU,Name,Power Cord Length,Product Power,Fit For,Handling Time,Shipping,Satisfaction,Customer Service,International Shipping,Returns,Note,Model Number,Number Of Speed Settings,Area Heated,Voltage (v),Function,Sku,Temperature Range,Timing Time,Wind Speed,Package,Quality,Positive,Ships From,Made in,payment,Overall Length (In.),Overall Length,Terminals,Sheath Material,NumberOfItems,Slotted Hole Width,Mounting Dimension,Watts,Screw Size,Max. Sheath Temp.,Mounting Type,Watt Density,Phase,Slotted Hole Length,Quantity,Room Coverage Area,Item name,Control,Christmas gift,Ceramic Heating Element,Plugs,Heater electrics,Voltage (V),Mini Warmer,Warm air mcahine,Fan Heater,Suitable for,Winter warm items,Brand Name,Heater For Home,Wall heater,Home Heater,Number of Speed Settings,Winter Hand Warmer,Air Blower,SHIPPING,RETURN,ITEM LOCATION,International buyers,Tube Length
Lasko CD08200 Bathroom Heater White Touch 3 Settings ALCI Safety Plug Tested,34.98, ,"[""I put this bathroom heater in my bedroom to compare with another good Lasko room heater of similar size and the same 1500 W but with different features. I like the angle of the heat blast from this bathroom heater better for when I'm sitting on my bed getting dressed in front of the heater, I am happier with the other in my office. which has a steeper angle of blast and a thermostat.I also use this bathroom heater in the bathroom for which it was intended. I wanted it above the sink level for safety, as there's nowhere else to put the heater but on the sink counter.  I  turned a fire safe small ceramic square kleenex holder upside down, and the heater's feet fit nicelyinside.This bathroom heater is convenient because of the one press button for a preset one hour of high heat for quick warmups such as in the bathroom or when getting dressed. No fussing with buttons. It also has High and Low settings that run without a timer.I also noticed that some sellers were saying their heaters were OK for the bathroom but the actual manufacturer did not.  This Bathroom heater is designed for the bathroom.  I'm not sure if the tripper in the cord is necessary if the outlet has one too, as many houses do these days in any water environment such as the bathroom or the kitchen.  I'm guessing the tripper in the plug reacts to the unit rather than the wall socket."", ""This heater does an excellent job of putting out a lot of air with the fan and also Heats the room excellently. For my application I'm using it in a fifth wheel trailer bathroom which is fairly small but one of the problems I'm having with the heater is I'm using a different thermostat on it that is more accurate to turn on and off and the heater shuts off and doesn't come back on when I use the thermostat on it so what you need to do is put something on the round button on top of the heater and tape it down to hold the button down all the time so that thermostat that I've got set up works properly and we'll kick the heater on when the temperature drops or more so when I want to heat the bathroom during a certain time of the day like when I take a shower.Otherwise the heater is an excellent heater and I would highly recommend anybody to buy it very good quality."", 'The heater is modern in design. It has a one hour feature that I love. I turn it on , shower get dressed in a warm bathroom, never have to wonder if I left it running. It automatically shuts off after 1 hour.', ""1. easy to turn on and off2. heats up fast3. has 1-hour auto shutoff4. very sturdy design, not likely to tip over5. made for humid areas like bathroomsbonus: it's cute!"", ""Here's the story:  To have my small bathroom warm when I get up in the morning for my shower, I had a small ceramic 1500 Watt heater connected into a wall timer to turn on automatically, and if I forgot (which I often did) to turn off automatically. With this Lasko heater, I tap the top when I'm ready to shower and it turns on high for one hour. Firstly, I don't have to remember to turn it off. Secondly, the velocity of the hot air coming out is so high that the bathroom heats up much quicker than my other heater, even though the wattage of both units is the same. This saves my electric bill.It seems to be good, quality wise, but it's only a month old now so we'll see.  November, 2020A note:  After it's turned off, and the top button (the big and only one) is tapped, it starts at the timed one hour 1500 Watt setting automatically."", ""It is difficult to find a space heater that is specifically for bathroom use. I was happy to find this one at this price and good reviews! It does exactly what I need it to do, I warm up my bathroom before a shower as my heat does not do that well - North side of house in Wisconsin! I will see how it holds up this winter, but so far very pleased with it's performance."", 'Works great! Instant heat . Small size is great. Comes with wet location plug  &amp; cord', ""Perfect replacement for my old heater that finally died. Small, lightweight, gets super warm in my little bathroom. Like that it's specifically made to use in a bathroom. Warming, the front grill can get hot!"", 'This little heater has all the power i need to heat up the bathroom in a hurry. Set it for an hour walk away and it turns itself off. Very nice 👍 made for humid bathroom areas. Very attractive too.']","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,Forced Air/Fan,0046013776204,,"Fan, Electric","Gray, White, Ceramic",3,CD08200,"Ceramic, Metal",Lasko,Ceramic,"Push Button, Touch",Lasko CD08200,"Timer, Indoor, 3 Heat Settings,1-Hour Timer,Automatic Overheat Protection, Portable, Cool-to-Touch, automatic overheat protection, Portable,Thermostat, Portable,Overheat Protection,Thermostat, 1 hour timer, Plug, 3 heat settings, acli safety plug, Bladeless, Automatic Shutoff,Cool-to-Touch,ACLI Safety Plug, Adjustable Thermostat, Bladeless, Overheat Protection, Heater, Adjustable Thermostat","Portable, Desk/Tabletop",,1500,,,,,,12 V,150 to 249 sq ft,,,1 Hour,,Ceramic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bathroom heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 1500 Watt Oscillating Ceramic Tower Space Heater,30.0, ,"['Wish I could control the fan speed, is present for the temperature you select', 'Puts out as much heat as the bigger bulkier heaters and a lot quieter. ', ""I'm very satisfied with this product and definitely recommend."", 'Does a great job of taking the chill off.', 'It works and is quiet.', 'It worked like I expected. What more is there?', ""Works great It's quiet, shuts off when up to temperature comes back on when the temperature drops about 8-10 degrees, would highly recommend.""]",,,,Forced Air/Fan,,,Electric,Black/Grey,5 or More,,Ceramic,Lasko,Tower Heater,"Push Button, Remote Control",5790,"Auto Shut-off, Oscillation, Timer",Floor,,,,,28 in,6 in,,120 V,,,,,,,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Baseboard Heater Cover Coupler Easy Slip-On Basic Series Steel in White (1-Pack),30.31,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,0080687031887,0080687031887,,,,CP004,,Baseboarders,,,CP004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TaoTronics TT-HE008 1500W 24"" Oscillating Portable Space Heater w/Remote Control",30.0, , ,,,,Radiant,Does not apply,,"Electric, Fan",Black,,Does Not Apply,Ceramic,TaoTronics,Portable Heater,"Digital, Remote Control",TT-HE008,"Auto Shut-off, Oscillation",Floor,30 in,1500 W,,,,,,120 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heating Element Constant Temperature PTC Ceramic Heater Thermostat 2pcs 220V,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Heating Element,Ceramic,Unbranded,Electric Water Heater Parts,,Heating Element,,,,,,,,,,220 V,,,,,,,,,,,,,,,,,,,,,,,,,,,100x30x6mm,,,,,,,,,,,,,,PTC Heating Element,65/70/120/270 degrees,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20W/25W/80W/200W,About 10cm,For heating air or solid,"PTC heater for yoghurt machine,incubator dehumi...",Widely used in hair crimping iron or straighten...,"PTC heating element is high reliability, long s...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Tower Indoor Heater w/ Electric Control Gray 1500W CT16558/CT16511,31.77,Last item available, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,,,0046013776631,,,,,ct16558,,,,,,"Overheat Protection, Cool Touch Exterior",,5.9 Inches,,,,16.02 Inches,6.75 Inches,,,100-300 sq. ft.,,,,,n/a,,,,,,No,Ceramic,,,,,,,,,Does Not Apply,,,,Unknown,,,,,,,,,,,,n/a,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"GAIATOP Space Heater, Energy Efficient Small Space Heater for Bedroom,Ptc Cerami",34.06, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,313057835885,0313057835885,Corded Electric,White,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Forced Air, Convection",8.3 x 6.96 x 7.63 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amazon Basics 500-Watt Ceramic Small Space Personal Mini Heater - Black,32.4, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,705353749919,0705353749919,Corded Electric,Black,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,5.87 x 3.2 x 6 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honeywell Slim Ceramic Heater HCE317B black (NIB),34.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,Honeywell,Tower Heater,,Honeywell HCE317B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"30"" New Marley Electric Baseboad Heater Model 2502-6WB Commercial Residential",, , ,,,,,Does not apply,,,,,Does Not Apply,,Marley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NeatHeat Right End Cap Baseboard Heater Endcap Wall Cover Hot Water Hydronic OEM,30.5,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,0754094120075,,Hydronic,,2,NEATHEATRE/WC,,NeatHeat,Baseboard Heater,,,,Baseboard,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,100%,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Lasko 1500W Designer Series Ceramic Space Heater with Remote, Beige",35.0, ,"[""This is the 3rd purchase of the same heater.  1st for one of my sons, 2nd for my boss and 3rd to replace a noisy old heater at my desk.  Not only does it produce heat well but it is also is aesthetically pleasing in an office setting.  Those points combined with many levels of heat to chose from and a remote control feature to boot...perfection!!  Three purchases and each for less than $60...it's a winner!!"", ""The reason I wanted this heater was I needed supplemental heat to my daughters room which is the furthest from the central heating system and surrounded by three ouside walls. Have been using a small oscillating ceramic heater for a couple years, but not thermostat controlled. Love the Lasko, cause it heats room evenly and quickly! Love that it does shut down when it get's up to the right temp. I would reccomend this heater to anyone. You can not however use thermostat control on LO setting. Only on High. Also like the overall appearance of it. Nice product!"", 'It would be great if it would operate in Automatic via the Thermostat on Low. It will not though as it will default to Max and if you set a temperature it reverts back to High mode which blows my Breaker! A nice design with a great oscillation feature. If you can run it on High which draws 12-14 Amps then it will work well for you! Why they disable temperature controlled operation in Low mode is baffling to me! ', 'This heater is a pretty good source of additional warmth where you need it. You may get tired of people asking you what it is though... It will not heat an entire home, but in my 22x28 living room, it does a pretty good job warming things up. Quiet and pretty. The remote works great, (even though it is almost as weird of a shape as the heater).', ""The heater is very dependable , I've had one for 1 year now. I have purchased two additional for other rooms. These units do the job of heating rooms well. They're very fashionable convenient."", 'first off gotta say this heater warms a medium size room very fast..and very wellalso easy to operate. only problem is the heater is very noise. looked over the reviewspeople said very quit very little sound NOT true loud fan and when oscillating is onmakes a verroom verroom sound [ best way to describe it]  gonna need to get out theear plugs gave it four stars for its heating', ""This little heater is great for taking the chill out of the air. My cottage is under 1000 ft, and the kitchen and living room are open to each other and I typically keep the temp at 66-68 24x7. Because of that vast space I originally had my doubts but now that I have used it for a week, it does a great job. It definately raises the temp a few degress which makes a big difference for me. (Don't rely on this heater being your main source of heat but rather as a supplement)."", ""expertbenefitsI haven't had it too long but it fits my purpose. I have central hearing but being an older place that I just got and having colder weather than usual, it just wasn't enough.  I have used it mostly for showers inn one bathroom and have an e-heater in the other one so I am all set. I like that this is portable so that I can move it around. It has a good range of settings, changes quickly. I actually read about it in Consumer Reports and looked on eBay so I got it.  The stand keeps it stable. It kind of cute too!"", 'I like the design of the heater very much and it certainly has enough output to heat what I intended it for.  I also like the features that it offers.  The only thing that I wish it did and it does not do is turn back on when the thermostat goes below what it is set at as well as turn off when it reaches the temperature.  All in all though, it is a good value and I have been pleased with it.', ""Granted it's not more than 1000 square feet, but this pretty little heater sits in the center of my house and keeps the whole house comfortable.  It has a thermostat,  (only 5 degree increments) but still will save me money by shutting off when the room is warm enough.  It has a convenient remote control.  First time I used it I smelled some electrical burning sent.  It only lasted a little while.  Seems fine now.""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,Electric,Beige,2,6435,Ceramic,Lasko,Portable Heater,,,"Auto Shut-off, Timer",Desk/Tabletop,,1500 W,,,,,,120 V,,,5118BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wall Gas Heater Burner SJ16826,30.0, , ,,,,,,,Gas,,,,,NA,Burner,,,,Wall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thermostatic Egg Incubator Heater PTC Fan Heater Heating Element 12V DC Fan ,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,Fan,,,,,Unbranded,,,,,,,,,,,,,12 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater Fan Home Office Desktop PTC Ceramic Heating Constant Temperature,33.25,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,China,Forced Air/Fan,,,Electric,,,Does Not Apply,"ABS, Brass",Unbranded,Portable Heater,Push Button,,Auto Shut-Off,"Baseboard, Desk/Tabletop, Floor",10cm,901-1000 W,,,15cm,15cm,Coil,220 V,100 sq ft or Less,,Less Than 2000 BTU,,,,11-20 dB,,,,,No,Brass,,,,,,,,Compliant,,,,,95-100%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F271161 Hose and Regulator Assembly 22 in. for Propane BBQ Gas Grill,30.39,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,089301711617,,,Black,,,Brass and Plastic,Mr. Heater,Hose Assembly And Regulator,,Mr. Heater,,,5.95,,,,14.25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F271161,MR. HEATER,8.95,1.31000,Y,California residents see Prop 65 WARNINGS: This pr,New,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
