Title,Price,Sold,Reviews,Condition,Heating Element Format,Model,Colour,Custom Bundle,Modified Item,Item Depth,Item Width,Energy Efficiency Rating,Material,Tank Capacity,Power Source,Type,Features,Operating Sound Rating,Energy Efficiency Ratio (EER),MPN,Mounting Location,Item Length,Area Covered,Number of Heat Settings,Power,BTU Heating Rating,Brand,Control Style,Heating Element Material,EC Range,Heating System,Annual Fuel Utilization Efficiency (AFUE),Voltage,UPC,Tonnage,Color,Rated Voltage,Mounting Hole Distance:,Mounting Hole Size,Size,Cooling Method,Cable Length,Weight,EAN,Country/Region of Manufacture,Air Direction,Manufacturer Part Number,Smart Home Compatibility,Prop65_fl,Item Height,Manufacturer,Prop65Warning,Country of Origin,Year Manufactured,Smart Home Protocol,ISBN,Perfermance 2,Product Name,Temperature,Application,Cover material,Lead wire,Energy Star,Perfermance 1,Current Rating,Marke,Rated Power,Mounting Hole Distance,International Availability,Compatible Brand,Compatible Model,Department,Product,Refrigerant,Timer Control,Manufacturer Warranty,Corrugation Length,Heating material,Location,Bundle Listing,Depth,Heater Style,Heating mode,Heating Wattage,Height,Mounting distance dimensions,Recommended Environment,Power Type,Recommended Location,Actual Color,Object Type,Handmade,Item Weight,Temperature Tolerance,Heat Material,Range,Shell Material,Gift,Shipping,Country Of Origin,Package Contents,Wire  Length,Wire width x thickness,Perfermance,Cable length,Product Type,Country of Manufacture,Item model number,Package Dimensions,Warranty,Maximum power,Placement on Vehicle,fit 1,Style,Part Type,OutOfStockControl,Control Type,Energy Rating,Wattage,Wire Length,Item Type,Noise,Feature,Patio Heaters Type,ProductType,Head Material,Pin,Usage,Body Material,Current Amp,inv,select,Kero-Sun Omni 85 I-L Wick,Wick 509,Hole Diameter,Color:,Final Product,Size:,Compatible Product,HeatMate CTN110 Wick,KeroHeat HMN-110 Wick,Measurement (Approximate),Redstone Wick,Resistance Properties,Name,Rated power,Rated frequency,Rated voltage,Applicable area,Control method,Recommended environment,Applicable,Package Included,Power Wire Length,Product color,Product function,Product power,Product size,Product voltage,Power supply,Unit Type,Plug Type,*1. Voltage,*2. Shell color,*3. Length of power cable,*4. Power,*5. Product size,Product Dimensions,Domestic Shipping,California residents,International Shipping,Shipping Weight,Applications 2,Applications 3,Function 1,Function 2,Batteries Required?,Assembly Required,Heating Method,Item Dimensions LxWxH,Is Discontinued By Manufacturer,Non-Domestic Product,Kero-World KW-23B
spc-55 phs portable heater cover  Ultimate Comfort,20.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,,Portable Heater,,,,,,,,,,,All-pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V-Silicone Electric Heating Pad Car Fuel Filter Air Diesel Heater Mat/250*90mm,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Silicone&Alloy,,Electric,Silicone heater pad,"Adjustable Height, Digital Display, Mini, Portable",,,Does Not Apply,Desk/Tabletop,,,,,,Unbranded,Switch,,,,,12V,Does not apply,,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x Silicone heater pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V-Silicone Electric Heating Pad Car Fuel Filter Air Diesel Heater Mat/250*90mm,16.66,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Silicone&Alloy,,Electric,Silicone heater pad,"Adjustable Height, Digital Display, Mini, Portable",,,Does Not Apply,Desk/Tabletop,,,,,,Unbranded,Switch,,,,,12V,Does not apply,,Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1x Silicone heater pad,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21st Century Fiberglass Wick for Kerosene Heater. Wick # 115,15.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Wick Number 115,,,,,,,Fiberglass,,,Portable Heater,,,,,,,,,,,21st Century,,,,,,,042077001153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mainstays 1500W Quartz Electric Space Heater, WSH20Q3AWW, White",19.99, , ,,Coil,WSH20Q3AWW,,,,,,,"Aluminum, Steel",,Electric,Portable Heater,"Auto Shut-off, Timer, Heater",Standard,3 or Less,WSH20Q3AWW,"Floor, Desk/Tabletop, Cabinet",,100 sq ft or Less,3,1001-1500 W,,Mainstays,"Dial, Rotary Knob",Brass,,Infrared,1,120 V,0810004819283,,White,,,,,,,,,,1-Way,,,,,,,,2021,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC12V 120W Portable PTC Car Fan Air Heater Constant Temperature Heating Heater,16.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Fan,Black,,,,,,Plastic,,Electric,Portable Heater,,,,Does not apply,,,,,,,Unbranded,,,,Motor,,,Does not apply,,Black,,,,,,,,Does not apply,China,,,,,,,,,,,,,,,,,,,,,Markenlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12V 120W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12V/24V Ceramic PTC Car Fan Air Heater Constant Temperature Heating-Elements,15.99,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Fan,Black,,,,,,Plastic,,Electric,Portable Heater,,,,Does not apply,,,,,100-120W,,Unbranded,,,,Motor,,12/24V,Does not apply,,Black,,,,,,,,Does not apply,China,,,,,,,,,,,,,,,,,,,,,Markenlos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kerosene Heater replacement Wick 21st Century Wick Number 148 NOS ,15.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,148,,,,,,,,,Kerosene,Replacement Wick,,,,,,,,,,,21st Century,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1x Portable Heater Dryer Heating Cooling Fan Windshield Defroster Demister,16.22,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,Plastic & Metal,,,regular,Allows you to defrost your windows quickly.,,,Q0EYMJI4MQ,,,,,150W,,Unbranded/Generic,,,,,,12 V,Does Not Apply,,Black,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,China,,,,,Front,for universal,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50w Air Heater PTC Ceramic Thermostatic Constant Temperature Mini Conductive 12v,,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Strip,7802675454,,No,,See Picture,See Picture,,Ceramic,1 gal or Less (5 L),Electric,Electric Heater Parts,Timer,None,3 or Less,7802675476,Desk/Tabletop,`1,100 sq ft or Less,1,50W,2000-2999 BTU,Unbranded,"Digital, Push Button, Switch",PTC Thermistor,A+++ - D,Forced Air/Fan,Less Than 80%,12 V,354482683474,None,Multicolor,,,,,,,,,China,None,,Amazon Alexa,,,,,,2021,"Clear Connect, Powerline/UPB (Universal Powerline Bus)",,,,,,,,A+++,,Less Than 5 A,,,,,,,,,None,None,Other: See Item Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Water Heater Electronic Flow Sensor Switch Gas Sensor Kit for Macro Water Heater,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,Does Not Apply,,,,,,,Unbranded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
for Gree Pioneer Midea Electric Heater 4pcs Universal Wheel Pulley Caster Wheel,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,,,Unbranded,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
" 160003-01  5/8"" Rotor Kit all Procom oil fired heaters PCK80-PCK220",18.0,152 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,160003-01,,,,,,,Procom,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KERO HEAT CV2000,2200,2230,KH250,30496 KEROSENE HEATER WICK/ IGNITER TUNE-UP KIT",17.99,58 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,32000,,,,,,,,,Kerosene,Kerosene Heaters,"Portable, Vent Free",,,32000,,,,,,,World Marketing of America,,,,,,,013204280338,,,,,,,,,,,Unknown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Taotronics TT-HE006 PTC Fan Heater with remote,19.95,Last item available, ,,,HE006,,,,,,,,,"Electric, Fan",,,,,,"Desk/Tabletop, Floor",,,,,,taotronics,Remote Control,,,Forced Air/Fan,,110 V,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WESTINGHOUSE WST6006 CERAMIC HEATER ADJUSTABLE THERMOSTAT 3 SETTINGS NEW,19.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Westinghouse WST6006,,,,,,,Ceramic,,Electric,,Auto Shut-Off,,,,"Desk/Tabletop, Floor",,,3,1001-1500 W,,Westinghouse,Rotary Knob,,,ceramic,,,082846551182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Envirotemp R101 Wick for Portable Kerosene Heater    Kero/Sun Omni 85   Sears SC,17.69,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Envirotemp R101,,,,,,,,,K1 Kerosene,Wick for Portable Kerosene Heater,"Portable Kerosene Heater Wick, Portable, Vent Free",,,509 with Pins,Floor,,,,,,Kero World,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kogy Wick,KeroWorld Wick 509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Soleil Personal Electric Ceramic Heater 250 Watt Tip Over Safety White ,,30-day returns,"['I am very disappointed ! The heater is incredibly small... really less than a book small in size; and IT IS NOT CERAMIC... IT IS PLASTIC !!!IT ALSO TOOK FOREVER TO RECEIVE!', 'This is a great little heater. It heats up a small area very quickly. I bought it because I can use it with my Jackery battery for camping. ', 'Easy and effective to use for very  small space ,such as  car, tent etc', 'Mini personal heater just right for small spaces No   thermostat but lots of heat ', 'So far so good.  I have not needed it much but I will again.', 'It is just big enough to work in my area.', 'Excellent little heater Works great  instant heat', 'Me encanta es muy practico y puedo llevarlo a donde quiera ']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Coil,MH-08R / MH-08B / MH-08W,,,,6 in,approx 6 inches,,"Wood, Ceramic, Steel",1 gal or Less (5 L),"Wood, Electric",Portable Heater,"Auto Shut-off, Timer",Standard,3 or Less,MH-08W,"Floor, Desk/Tabletop",approx 5 inches,101-150 sq ft,1,201-300 W,Less Than 2000 BTU,Soleil,"Switch, Push Button, Digital, Touch, Analog/Mechanical",Stainless Steel,A+++ - G,Forced Air/Fan,Less Than 80%,120 V,0815900020726,Less Than 2 tons,White,,,,,,Small,,,,1-Way,,,,,,,,2000,HomePlug,,,,,,,,Compliant,,10.1-15 A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC Heating Ceramic Air Heater Thermostatic 500W 110V,,60-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,Aluminum,,,,,,,Does Not Apply,,,,,500W,,Unbranded,,,,,,110V,Does Not Apply,,,,,,140*50*26mm/5.5*2*1inch,,,165g/5.8oz,Does Not Apply,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,96mm/3.8inch,PTC thermistor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Front Heater Cooler Dryer Fan Defroster Demister Portable Heating 12V 150W,15.80,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Does not apply,,,,,,,Plastic & Metal,,,regular,Allows you to defrost your windows quickly.,,,Q0EYMJI4MQ,,,,,150W,,Unbranded/Generic,,,,,,12 V,Does Not Apply,,Black,,,,,,,,,,,Does Not Apply,,,,,,,,,,,,,,,,,,,,,,,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Does not apply,China,,,,,Front,for universal,Does not apply,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500W 12V Car Fan Heater Defroster Cooler Dryer Demister Auto Portable Heating  T,18.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,,,,,,,,,,,,,,,,,,,,12V / 150W,,Unbranded,,,,,,,Does not apply,,Black,,,,14*14*4cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Automatic Constant Temperature Heating Sheet Element With Hole Aluminum Shell ,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Heating Element,,,,,,,Aluminum,,,Electric Water Heater Parts,,,,Heating Element,,,,,35~250W,,Unbranded,,,,,,,,,,,,,73*63*7mm,,,,,,,,,,,,,,,,,,PTC Heating Element,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,±10℃,PTC Ceramic Core,90~280℃,Anti-corrosion Coating Aluminum Alloy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOS CUI Kerosene Heater Wick #8A Comfort Glow Energy Mart Sears,16.99, , ,,,,,,,,,,,,Kerosene,Portable Heater,,,,,,,,,,,CUI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heavily Used Lasko Fan/Heater 8 Button Remote Control w LED Readout,15.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,,,,,,,,,,Fan,,,,,ff,,,,,,,Lasko,Remote Control,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Handy Heater 3 adjustable speeds and tip-over safety function  5.7""Lx5.8""Dx6.5""H",15.5, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",na,na,,,,na,"5.7""Lx5.8""Dx6.5""H",,Ceramic,1 gal or Less (5 L),Electric,Portable Heater,na,na,na,na,Floor,"5.7""Lx5.8""Dx6.5""H",101-150 sq ft,misc,201-300 W,2000-2999 BTU,na,Switch,na,,Forced Air/Fan,Less Than 80%,120 V,735541199202,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
