Title,Price,Sold,Reviews,Condition,UPC,Brand,Control Style,Power Source,Color,Voltage,MPN,Material,Number of Heat Settings,Current Rating,Item Length,Heating Element Format,Air Direction,BTU Heating Rating,Type,Heating System,Features,Area Covered,Mounting Location,Item Width,Power,Model,Custom Bundle,Item Depth,Item Height,Manufacturer,Package,Piece Count,Item Weight,Year Manufactured,Size,Energy Star,Timer Control,Energy Efficiency Ratio (EER),Operating Sound Rating,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Modified Item,Non-Domestic Product,Country/Region of Manufacture,Smart Home Compatibility,Tank Capacity,Smart Home Protocol,Cable Length,Manufacturer Warranty,Maximum Room Size,Color Category,Home Decor Style,Power Type,Recommended Use,Number of Drawers,Count,PPU Quantity of Units,Seating Capacity,Count Per Pack,Assembled Product Dimensions (L x W x H),Recommended Location,Shape,Assembled Product Weight,Global Brand License,Is Electric,Mount Type,Recommended Room,Product Name,Number of Burners,Colour,Location,Manufacturer Part Number,ISBN,EAN,Binding,Returns,Thermostat,manufacturer_part_number,Heating Wattage,Heater Style,Recommended Environment,Power (W),Height,Depth,Finish,EC Range,Style,Room Coverage Area,Modification Description,Manufacturer Color,Bundle Description,Width,Item model number,Batteries Required,Heating Method,Product Dimensions,item_width,item_length,Thickness,Warranty:,Wattage,Amperage,Certifications,Maintained operational temperature,Power Cord Length,Remote Control,Warranty Description,Country of Origin,Batteries Required?,Volume,Department,Import Designation,Finish Types,Is Discontinued By Manufacturer,Number of Pieces,Item Dimensions LxWxH,Power/Fuel Type,Indoor/Outdoor,Product Weight (lb),Amperage (amps),Room Size,Product Width (in),Portable Heater Features,Cord Length (in),Area Heated (Sq Ft),Wattage (watts),Heater Type,Certifications and Listings,Product Height (in),Color Family,Portable Heater Safety Features,Heater Controls,Voltage (volts),Product Depth (in),New Title,Number of Cool Speeds,Compressor Type,Refrigerant,Product Weight (lb.),Product Depth (in.),Product Length (in.),Area Heated (Sq. Ft.),Heat rating (BTU/hour),Pack Size,Number of Elements,Bulb Type,Mount Location,Product Width (in.),Product Height (in.),Resistance Properties,Protection Properties,Batteries,Package Dimensions,Heat Output,Mounting Style,Number of Speeds,Fan Style,Blade Orientation,Time Control,Suitable For,Model No.,SKU,Vent Hose Exhaust Configuration,Tonnage,Item Weight Major,Plug type,Plug,PackQty,Brand compatible,Cod. ETCO,Mark,Use,Service,Seller,Customer service,Hydronic,package_length,Baseboard Heating Type,Shipping Exclusions,Product Length (in),Heating Product Type,Satisfaction,Heating Technology Type,Vented,Price,USA Shipping,product_height_in,heating_product_type,wattage_watts,baseboard_heating_type,voltage_volts,certifications_and_listings,product_depth_in,heat_rating_btu_hour,color_family,hydronic,amperage_amps,power_fuel_type,product_length_in,heating_technology_type,pack_size,product_width_in,vented,product_weight_lb,thermostat,heater_controls,automatic_shutoff,installation,heater_type,timer_included,anti_freeze_setting,indoor_outdoor,acli_safety_plug,number_of_heat_settings,remote_control,accessories_included,oscillation,Supply,Timer,Turbo Fan,Nett Weight,Is Dishwasher Safe,Specification met,Is Assembly Required?,Gift,Shipping,Label,PackageQuantity,ProductGroup,ProductTypeName,Publisher,Studio,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Place Of Installation,Control Type,Bundle Listing,Length,Item Diameter,Filtration Technology,Application,Contaminants Captured,Filter Life,Humidification Method,Ventilation System,Vent Style,Output Voltage,Input Voltage,Plug Type,Voltage Conversion,MaterialType,NumberOfItems,Assembly Required,Heat Range Diameter,Mounting,Fuel Type,SHIPPING,TAX,Customer Service,Handling Time:,Questions,Theme,Price Per Unit UOM,Is Portable,Age Group,Watts,Gender,Number of Shelves,Is Powered,Multipack Quantity,Calentador De Agua Cubeta,De Inmersión Con Elemento,Calentador De Agua Cubeta-,Dimension,Watt,Is Pet Friendly
"Hylite Slimline Ecoheater 300mm, 500mm, 750mm, 1000mm, 1500mm",19.5,89 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,Hylite Slimline Ecoheaters,Plug In,Electric,,230 V,,Steel,1,,,,,,Tubular Heater,Immediate Area,,,"Floor, Wall",,,Hylite Ecoheaters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,White,"Greenhouse, Kennel, Shed, Caravan, Garage, Greenhouse",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Ceramic Heater Blower Indoor Room Space Utility Garage Electric Air Fan,89.72,51 sold, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",711181152357,Does not apply,,,Blue,,,,,,,,,,Does not apply,,,,,,,,,,,World and Main,,,,,,,,,,,,,,,,,,,,,,,Electric,,,,,,,9.00 x 8.75 x 9.00 Inches,Indoor,,4.91 lb,,,,,,,,,CZ285,Does not apply,0711181152357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLEMAN PROPANE HEATER 15000BTU POWERMATE TANK MODEL 5014-751 TESTED WORKS #1,88.95, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",,Coleman 15000BTU POWERMATE,Rotary Knob,"Propane, NO TANK INCLUDED",ALUM,,,Aluminum,ADJUSTABLE,,,RADIANT,,15000BTU,Portable Heater,Radiant,,LARGE,TANK MOUNT,,PROPANE,COLEMAN POWERMATE 15000BTU,,,,,,,,,,,,,,,,,,,,MOUNTS ON LARGE TANK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EconoHome 400w Wall Mount Smart Space Heater Panel with Glass Heat Guard Cover,89.99,Last item available, ,,,EconoHome,,,,,Not Applicable,,,,26.5 x 25.9 x 2.8 inches,,,,,,,,,26.5 x 25.9 x 2.8 inches,,,,26.5 x 25.9 x 2.8 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tools & Home Improvement,30 Day Money-Back Guarantee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TPI CORP. 188-TASA Prtbl Elct Job/Garage Heatr,16"" L,120V",86.94, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0686334800419,TPI,Switch,Electric,"Silver, White, Beige",120 V,188TASA,Steel,1,,,,,,Portable Electric Heaters,,,,,,,188-TASA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0686334800419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"TEMPCO CSH00145 Strip Heater,37-1/4 In. L,1200 Deg F",85.15, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",,TEMPCO,,,,120,CSH00145,,,,,,,,Strip Heaters,,,,,,,CSH00145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CADET 67184 The Com-pak Plus Fan Forced Wall Heater XC151 120V Almond NEW,89.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",027418671844,Cadet,,Fan,Beige,120 V,67184,,,,,,,,,,,,Wall,,,XC151,No,,,,,,,,,,,,,,,No,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT INCLUDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Stelpro 4000W Dimmer and Timer Control for Infrared Radiant Heaters, 240V",89.9, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",,STELPRO,,,,240 V,,,,,,,,,,Radiant,Timer,,,,,,,,,,,,,,,,,,,,,,,,,,Infrared,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
METRO MSU-501H(K) Replacement heater unit kotatsu 510W Stepless adjust Low style,86.98,Free shipping and returns,"['Great heating performance even for a large table. Easy to install and use.', 'If you want to make your own Kotatsu I defenitly recommend getting this. Make sure to read the instructions and take note of all of the warnings, though they are all pretty common sense. Would recommend :)￼', 'I have been using this Metro replacement heater for more than 10 years, and it has been trouble free, and electrioc bill is so low.   I deeply appreciated.', 'The kotatsu heater was exactly what I needed. It shipped super fast and works perfectly!', 'It works.', 'Es un muy buen producto, funciona a la perfección y de muy buena calidad']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",4948309101430,Metro,Switch,Electric,Black,100 V,MSU-501H(K),,,,,,,,Unit Heater,,,,,29cm,510W,MSU-501H (K),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F215100 MH4B Little Buddy 3800-BTU Indoor-Safe Propane Heater,89.99,30-day returns,"['Even though it cost almost 1 1/2 One Pound Coleman tanks from 9pm to 5am,  it’s great. Keeps my whole RV toasty warm. I would recommend by a large propane tank to refill the 1 pound tanks. Much cheaper. But I’ve not been cold once. The safety feature of turning off it it tilts is great. Only problem I have found is the bottom piece you place on propane tank does not secure properly and falls off when lifted off the ground to move the heater. ', 'This little buddy heater is a fine unit for use in an ice fishing shelter or flip over sled / tent. It is the right size and has a small footprint.The angle of the head heating element is perfect for warming wet hands and can be easily aimed to direct the heater output.The only down side is that it can be difficult to light in even the slightest breeze.', ""This is just the right amount of heat and size  for my needs compared to the regular Mr. Heater but does not hold up to heavy use. Have had a regular size that I use in an icefishing house that has years of use on it. The little buddies I've had are lucky to make an ice season before getting had to light and the just quitting. Love the little buddies while they work but the regular Mr buddy is a much better long term value."", 'I bought this to heat my ice fishing hut and only used it a handful of times. Looks like it’s made pretty durable, the igniter works good, like the carry handle, the metal shield cools down pretty quick if you want to move spots. The negatives are the sensor for the automatic shut off is way too sensitive, if you dont have it pretty close to PERFECTLY flat it goes out which is a pain. Also there is no heat control so once it’s first lit it’s just barely staying lit, can’t have any wind blow on it or it goes out, plus once the honeycomb section is lit well finally and red it’s burning propane at such a low rate heat does not blow out of it, it only rises from it. I guess the plus to that is low propane consumption but it would be nice to be able to crank it up if you want to blow some heat at you. This is a new school version of a metal coffee can with a roll of toilet paper inside soaked in Isopropyl rubbing alcohol. ', ""These things do a good job of heating my small fish house, but it does not take long and they get hard to light and won't work Have gone through three in three ice fishing seasons.. The regular size Mr. Heater is more reliable and I should probably just stick with those but the smaller size and a bit less btu's just works better in my tiny and very well insulated fish house.Have tried the cleaning method described in the manual but it is very hard to take apart and nothing seems to help."", 'Bought 3 fir use to heat bedrooms in the house during power outages.  Just arrived and a week later a planned one day power outage.  With new born baby, needed to ensure both mom and baby would stay warm.  Used the heater and it was fine.  ', ""I have the larger Mr. Heater for our sailboat works great! So I bought this for our RTT roof top tent ..works good don't get as hot which is good for a tent ,But! the base that holds the 1lb tank should be twice the size feels like it could fall over .I plan on fabricating a larger base :)                                                                        -=CC=-"", ""Not cheap. It is tippy with the 1 lb cylinder. I asked Mr Heater for a parts list to hard pipe it directly to a 5 lb or 20 lb cylinder and I got parts list for using a hose. I don't want to use a hose. I like that it is quiet. I like that you don't need matches. I wish it had more than 1 heat output setting. It seems to be the best match available of heat output needed for my collapsible fish house."", ""I used this in my motorhome to keep the chill off at night and not have to use the furnace, which runs the batteries down significantly while boon-docking. It will run for 6 hours on one propane bottle, so it will not last all night. However, if you start it at midnight, it will run until 6 AM, at which time you can turn on your furnace for a short time if you're an early riser. Alternatively, if you don't want to run the furnace in order to save batteries, you could light the burners on your stove. Be sure to crack a window so as not to deplete all the oxygen. This unit works well."", ""Light weight. Compact.It doesn't take up allot of space. Easy to use. Does a good job heating my Ice Fishing Hub perfectly. ""]","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0089301151000,Mr. Heater,"Rotary Knob, Switch, Push Button, Analog/Mechanical","Electric, Gas, Propane",Red,,"F215100, MH4B, F215161","Ceramic, Steel",1,,9in.,Coil,,3000-3999 BTU,Portable Heater,Radiant,"Auto Shut-off, Timer",100 sq ft or Less,"Baseboard, Floor, Desk/Tabletop, Cabinet",7.5in.,,MH4B,,7.5in.,,,,,,2019,,,15 Minutes,,Standard,Steel,100%,,,,,1 gal or Less (5 L),,Cordless,,,,,,,,,,,,,,,,,,,,,,,,,,0089301151000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Comfort Zone Electric Oil-Filled Space Heater 1500-W W/ Digital Display Unit,85.03,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0075877209702,comfort zone,Digital,"Oil, Electric",Black,120 V,CZ9010BK,Steel,2 Heat,,,,,,Portable Oil Filled Radiator,,,,,,1001-1500 W,Comfort Zone CZ9010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0075877209702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Electric Heater 1500-Watt Digital Display Tip-Over Safety Switch Black,86.35,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0046013763372,Lasko,,,Black,,5624,,1 Heat,,,,,,,,,,,,,5624,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0046013763372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edenpure Gen3 Quartz Infrared Space Heater Portable on Wheels No Remote,90.0, , ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Does not apply,EdenPURE,Push Button,Electric,Black,120 V,"A3705, Does Not Apply",,5 or More,,,,,,Portable Heater,Forced Air/Fan,,,Floor,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500W Ceramic Space Heater with Timer and Thermostat Large LED Display Black,85.99, ,"['My Lasko CC13700 was manufactured Feb 2019 Purchased 11/11/19 from a local store. This was made in China where forced labor is documented but Lasko’s Social Responsibility statement addresses that issue: “Lasko and its affiliates will not work with any suppliers that engage in human trafficking and/or slavery.” The CC13700 seemed like it had an unusually strong odor new out of the box while it was heating. The heat was great but using it with the odor in the living area brought some unpleasant upper respiratory irritation and potential health issues that go along with that. After it aired out during the first year, the odor was not as noticeable in a well-ventilated area. At the end of the second season, it began to shut off immediately after turning on. It was under warranty so I sent an email to customer service and got a helpful reply the same evening. The suggestion of blowing air into the unit from the outside was a temporary fix for a few months but the heater eventually stopped blowing heat again so I submitted a warranty request. Due to the Lasko heater breakdown, I bought a new baseboard-style heater (without the chemical odor) before getting the replacement. Lasko Consumer Services stood behind the 3 year warranty. CC13700 was on back order and not available so they offered a different model. I did not have to pay return shipping and received a replacement fan heater within 15 days. It’s great to have to have a new Lasko fan heater, but it reintroduces the same indoor air pollution so I’m using this one away from the bedroom and main living areas to give it a year to air out. Regarding the CC13700 magnetic field, I checked it with a Triaxial ELF Magnetic Field Meter and found that the magnetic field from the motor was almost 48” in all directions, so I kept that in mind to maintain some distance while the heater was in use. The closed design with easy-vacuum filter is a nice innovation compared with open design fan heaters. Weekly filter vacuuming was essential to keep the plastic case cool and AC plug prongs from getting too hot in the outlet. I wish I could give the CC13700 more than 2 stars because it was excellent at putting out heat but apparently it wasn’t built to last. I think a heater should work for 5 years to earn a 5 star rating but this stopped working in less than 2 years. Fortunately there was a 3 year warranty and Lasko handled the warranty replacement very well (but the replacement heater deserves separate review because it is a different product and model number.) If the CC13700 could be repaired and used again, I would be open to editing the review with a higher rating because it was great before it stopped working. This was powerful and it produced instant hot air: I set Automatic Temperature Control about 15 degrees lower than expected to get the desired level of heat. (CC13700 digital temperature at the floor reads lower than other thermometers that I have and since heat rises, it might take several hours to raise floor temperature one degree in a small room, even with the door shut, while temperature 5 feet above the heater may be 10-20 degrees higher than what is shown on the display.) At first I didn’t like the CC13700 because it has an ergonomic design flaw that took awhile to get used to, in which placing the fingers under the carry handle makes it feel like it might be easy to tip over or drop. Regarding the digital controls: Pressing the red On button starts the heater on Hi setting. The 2 left buttons activate Automatic Temperature Control with digital setting range from 39F-90F (which must be set with the heater turned on and running). After selecting temperature, the DIGITAL DISPLAY FLASHES SEVERAL TIMES. IT IS NOT NECESSARY TO DO ANYTHING ELSE AT THAT POINT. Wait for the display to return to indicate the current room temperature and the Automatic Temperature Control should be set.  Automatic Temperature Control seems to have 3 degree temperature window which raises the temperature 2 degrees above the thermostat setting and drops one degree below before resuming operation. AC power interruption resets digital features to factory default. Pressing the middle timer button reveals 9 settings to set the timer between 1-8 hours or continuous. Adjustable louver control for directional heat is a nice feature made possible by the closed design.', 'Ordered 2 heaters,Wanted to send them back because they were way  to small,but I deceived to try them and boy do they heat up,I got so worm I had to kick off the blankets in the middle of the night.For such a small heater they generate a lot of heat.', 'High temp trips my 20 amp breaker. works fine on low', 'heat my bathroom very well love it', 'This product heats the interior of a 36 foot Avion 5th wheel RV when the outside temperature is &gt;30 degrees F. It is safe and reliable.', 'Good', 'I bought this heater to help maintain a constant temperature for my birds. Before this one I tried 3 other kinds. This one is great and does exactly what it says!', ""This item DOES NOT have a safety shut off, if it tips over. I've tested it, laying it down on the front or back DOES NOT shut it off. I thought a shut off was required of all heaters."", 'great product and great price']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0046013776396,Lasko,Digital,Electric,Black,120 V,CC13700,Ceramic,2,,,Coil,2-Way,Less Than 2000 BTU,Portable Heater,Forced Air/Fan,Timer,100 sq ft or Less,"Baseboard, Floor, Desk/Tabletop",,1001-1500 W,Lasko CC13700,,,,Lasko Products,,,,,,,8 hrs,3 or Less,None,Brass,Less Than 80%,,,,Amazon Alexa,1 gal or Less (5 L),Bluetooth,,,,,,Electric,,,,,,,6.70 x 10.10 x 14.30 Inches,Indoor,,6.38 lbs,,,,,,,,,,Does not apply,0046013776396,,,,cc13700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KING Electric Garage/Shop Heater, 5000W / 240V Model EKB2450TB New",85.0, , ,,0093319165003,King,Rotary Knob,Electric,Black,240 V,EKB2450TB,Steel,Variable,,,,,"17,065",Forced Air,Forced Air/Fan,,,Wall,,,EKB2450TB,No,,,,,,,,,,,,,,,No,,,Universal,,,11.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000W,Utility,Indoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 6462 Full Circle Warmth Electric 1500W Oscillating Ceramic Tower Heater,89.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",0046013775863,Lasko,"Remote Control, Touch",Electric,"Silver, Gray",,6462,"Ceramic, Plastic, Metal",2,,,,,,Tower Heater,Ceramic Heater,"Handle, Timer, Indoor",,,,1500 W,6462,,,,,,,,,,,,,3 quiet settings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vintage TITAN Metal Portable Electric Space Heater 1500 Watts Model T76081 ,90.0,7 watchers, ,"Used: An item that has been used previously. The item may have some signs of cosmetic wear, but is fully operational and functions as intended. This item may be a floor model or store return that has been used. See the seller’s listing for full details and description of any imperfections. ",Does not apply,Titan,,Electric,Blue,110 V,206,Metal,,,,,,,Fan Heater,,"Analog Thermostat, Portable",,,16,,206,No,,,,,,,,,,,,,,,No,,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500-1999 W,13,7,Enamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
