Title,Price,Sold,Reviews,Condition,Brand,Power Source,Type,Heating System,Mounting Location,Colour,Material,Number of Heat Settings,Control Style,Model,Voltage,Features,Energy Efficiency Rating,Power,Heating Element Format,Heating Element Material,Annual Fuel Utilization Efficiency (AFUE),Operating Sound Rating,BTU Heating Rating,Area Covered,Item Width,MPN,Energy Efficiency Ratio (EER),Item Depth,Item Length,Tank Capacity,EC Range,Item Height,Item Dimensions,Colormap,Product Type,EAN,UPC,Color,Air Direction,Energy Star,Manufacturer Part Number,Manufacturer,Item Weight,Prop65_fl,Prop65Warning,Country/Region of Manufacture,Custom Bundle,Modified Item,Manufacturer Warranty,Timer Control,Smart Home Protocol,Year Manufactured,Cable Length,ISBN,Size,Smart Home Compatibility,Refrigerant,Current Rating,Tonnage,Accessories,Form Factor,Indoor or Outdoor,Wattage,Regency Use,Tip-Over Safety Switch,Shipping,Width,Room Coverage Area,Recommended Environment,Heater Style,Heating Technology,Heating Wattage,Height,Manufacturer Color,Part Type,Package Contents,Normal temperature resistance,Country of Origin,Mounting & Moving,Heating Capacity,Heater Type,Unit Quantity,Unit Type,Power Type,Assembled Product Weight,Assembled Product Dimensions (L x W x H),Recommended Location,Package,Model Number,Piece Count,Style,Battery Included,Length,Room Size,Indoor/Outdoor,Product Depth (in),Portable Heater Features,Wattage (watts),Color Family,Area Heated (Sq Ft),Heater Controls,Product Width (in),Amperage (amps),Certifications and Listings,Portable Heater Safety Features,Product Height (in),Cord Length (in),Voltage (volts),Power/Fuel Type,Product Weight (lb),Heat Methods,Depth,Heating Product Type,Baseboard Heating Type,Heat rating (BTU/hour),Hydronic,Product Length (in),Heating Technology Type,Vented,Thermostat,Pack Size,globalTradeItemNumber (GTIN),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,Compatible Brand,Product Dimensions,Heating Method,Item Dimensions LxWxH,Compressor Type,Item model number,Warranty Description,Assembly Required,Batteries Required?,Number of Pieces,Included Components,Main material,Power input,Annual Fuel Utilization Efficiency,Energy Efficiency Ratio,Key Word 2,Key Word 3,Key Word 4,Fuel Type,Item,Mount Location,Number of Elements,Origin,Certification,Energy Rating,Battery Size,Number of Batteries,Battery Capacity,Battery Life,Motor Type,PackQty,Number of Cool Speeds,Country of Manufacture,Product,Compatible Model,Dosage,Book Tittle,Department,Format,Language,Connectivity,Author,Suitable for Safe Rooms,Programmable Timer,Clearance,Application,Certifications,Warranty,Bundle Description,Weight,Finish,Power (W),Heat Output,Gift,Model No.,ASIN,Binding,Studio,ReleaseDate,Publisher,ProductTypeName,ProductGroup,NumberOfItems,MaterialType,Label,PackageQuantity,Use,Cooling System,Product Name,Thickness,Hand Warming Temperature,Ignition Type,Run time (hours),Fuel rate (gallons/hour),Fuel Tank Capacity (gallons),Use:,Feature2:,Feature7:,Application:,Feature5:,Feature:,Function 2:,Area Heated:,Button Battery:,Feature3:,Number of Speed Settings:,Feature4:,Feature 6:,Function 1:,Feature8:,Maximum Power,Pattern,Material Care Instructions
Infray Space Heater 1500W Oscillating Ceramic Tower Heater Portable Fast Heat...,68.72, , ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",infray,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,791537466826,Black,,,,,,,,,,,,,,,,0791537466826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dreo 1500W Space Heater, 70° Oscillating Electric Heater with Digital Thermostat",65.87, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,AC/DC,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0744759110725,744759110725,Silver,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Forced Air,6.7 x 5.5 x 10.3 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10000mAh_USB_Rechargeable_Pocket_Heater_With_Power_Bank_Hot_Electric_Hand_Warmer,69.0,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,"Battery, Electric",Portable Heater,Furnace,"Pocket, Hand, Desk/Tabletop",,"ABA, Aluminum Alloy, Silicon",2,Push Button,Pet Bag Hand Warmer,,"Fast Heat, Skin Feel, Double-sided, Over Charge Protection, Fireproof, Explosion-proof, Auto Shut-off, Timer",,,,,,None,,,8.1cm,N/A,,4.8cm,11.2cm,,,,,,,,,,,,,,,,,,,,,,,2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000mAh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45℃-55℃,,,,,,,,,,,,,,,,,,,,,,
Mr. Heater F242010 MH4GC Golf Cart HeaterSilver and Black,69.28,30-day returns,"['the actual heater is great. Easy to use and works every time. Problem is with the lower portion that fits into the cup holder. Entire unit is extremely top heavy and can very easily tip out of the cup holder. The fit into the cup holder in my club car golf car is loose and poorly designed. I would not reccomend this item.', 'Have bought 3 different style heaters in 3 years to use golfing (with cart covers) and this Mr. Heater unit is the best. Regarding cost, starting ease, overall warmth, and quality construction this is by far the best heater on the market. Four players in my gaggle of friends (playing in the winter) own this unit and are thoroughly pleased with its performance and durability. If you winter golf, Buy It!', 'I last owned a Coleman brand Golf Cart Heater....it lasted about 10 years and finally died. I purchased this MH4GC unit next and it is not as good as the Coleman unit, but the Coleman unit is no longer made, so I\'m stuck with this one. Couple of issues...first and foremost, this heater is way top heavy so it will NOT stay put in a golf cart cup holder...the slightest bump and it flies right out of the cart\'s cup holder and if it lands on a person, they will get burned....I know, because it happened to me! I now have it ""tied"" in place with a bungee cord when I use it. No way could the manufacturer have tested this properly...my golf carts are 2017 model electric EZ Go Golf Carts. Second, there is no variable control on the heat...it\'s either wide open or shut off. I\'m not crazy about that, it does consume fuel at a higher rate than one with an adjustable propane flow valve, but you\'re compelled to live with it if you want heat. If I can find another option when this one dies, I will undoubtedly try it.', ""Pretty simple to operate. Screw in 1 lb camper gas canister, press 'on' button a couple of times until it lights and you have heat. To turn it off hit the 'off' button. I ordered it for use in a golf cart.  Nothing to put together other than putting the canister into the holder and setting it into a cup holder."", ""I had to ding this product because the poorly designed tip-over switch defeats the premise of the product.At even the tiniest bump in the cart path or fairway this heater turns itself off -- you will have to re-light 30+ times per round.It's a shame because it does put out nice heat and is otherwise effective and generally a fair price.The manufacturer missed the mark here."", 'Used it in my side by side this past week while hunting. Takes the rocky roads really well, the stiff north wind did blow it out a couple of times while driving around but overall it worked really well. I would recommend it and it really helps keep you warm while driving around the deer lease.', 'This heater works great in a covered cart, in fact it can get too warm, even when the outside temps  are in upper 30s and lower 40s.  In an open cart you feel the heat when the cart is stationery, however when moving or winds over 10 mph you can feel the heat.  The holder works in the smaller cart cup.Suggest they need to have an adjustable temp knob.All in all, I like the Mr. Heater portable golf cart heater.   ', ""I have something similar to this in my shop, but they are bigger, but when they heat up the screens glow orange, this little one doesn't do that so I thought it wasn't working correctly. But if you do like the instructions say and make sure the pilot is lit. Then leave it alone it will start producing heat. "", ""Mr. Heater that I got was brand new and worked great.  I even got it 1 day earlier than expected.  I've already used it 3 times and it has worked great!"", ""I read all the reviews I could find on this heater before purchase, so expected a good product.  It had to sit under the tree for a few days but Christmas morning it was installed in the cart!  It has been out on one excursion and all the guys wanted to 'ride in the warm cart'.  The hubbby is more than pleased!It sits steady in the front cup holder, is cool to the touch on all sides (well not the front of course), and works instantly!  More than pleased hubby here...........""]","Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",Mr. Heater,Propane,,Radiant,,,,1,Switch,Does not apply,,,,,,,,,,,,F242010,,,,,,,,,,0089301000223,0089301000223,Black,,,,,,,,,,,,,,1998,0in.-14in.,0089301000223,One Size,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Infrared Space Heater 70° Oscillating Radiant Tower Heater with Tip-...,67.99,30-day returns, ,"Open box: An item in excellent, new condition with no wear. The item may be missing the original packaging or protective wrapping, or may be in the original packaging but not sealed. The item includes original accessories. The item may be a factory second. See the seller's listing for full details and description. ",LifePlus,,,,,,,,,Does not apply,,,,,,,,,,,,Does not apply,,,,,,,,,,Does not apply,Does not apply,black,,,,,,,,,,,,,,,,,10.43 x 10.31 x 23.78 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infrared Propane Heater Tank-Top Single-Burner 15,000 BTU Outdoor Heater NEW",67.47,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Does not apply,,Does not apply,,,,Metal,Variable,,,,,,,,,,,,,,,,,,,,,,,,0313109215290,313109215290,Silver,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,Infrared,,,,,,,,,,,,,Medium,Outdoor,8,No Additional Features,,Metallics,500,Dial,12,,PFS Certified,"Auto Shut Off,Tip-Over Safety Switch",9,,,Propane,5,,,,,15000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Manual,36,.55,4.7,,,,,,,,,,,,,,,,,,
700W Portable Heating Machine Cooling & Heating Mode Space Heater for Travel,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Electric,Space Heater,,,,ABS,,,,,,,<800W,,,,,,,,Does Not Apply,,,,,,,,,,Does not apply,Does not apply,Black,,,,,,,,China,Yes,,,,,,,Does not apply,120x88x310mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orpat OPH 1240 Climate Control Wide Angle Auto Oscillation Function PTC Heater ,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Orpat,Electric,PTC Heater,Motor,Floor,,Metal,2,Push Button,OPH 1240,240 V,Oscillation,,1200 W & 1800 W,Strip,Copper,Less Than 80%,None,Less Than 2000 BTU,201-250 sq ft,18 Cm Approx,Does Not Apply,Mention on pack,34 cm,25 Cm Approx,1 gal or Less (5 L),A+++ - D,,,,,,Does not apply,Gray,,A++,,,,,,India,No,,,,Infrared,Unknown,,,,HomeSeer,,,,,,,,,,,,,,,,,34 Cm Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000 Gram Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DuraHeat Portable Electric Space Heater 1500-Watt Yellow with Pivoting Base,,30-day returns,"[""I am somewhat disappointed with this heater.  I work in a large open workspace and winter mornings can be uncomfortable with lower temperatures.  I purchased this heater with the impression that it force out a strong powerful heat.  It surely looks the part.  When I plugged it in, I realized that it didn't put out any more forced hot air than the cheap Walmart heaters. When it heats up, it does warm up an area in my house without problem, but rather useless where I work.  Its also not affective in my garage. My garage is not insulated. Again, the purpose of this heater was to have a reliable source of warm air to work in my garage.  It simply does not have the blower power that it looks to have. Its a good space heater for any room, but not  what I needed it for.  I am disappointed. These should be made with a more powerful blower."", ""Pros - quiet operation.Con - gives off about as much heat as a candle.Do not recommend this product for cold applications.If the room was in the 40's (F) or 50's (F) maybe this would work.  I used it in my garage with a starting temp of 34 (F) and the coils never even glowed.  Gave off some heat but could hold me hand directly in front of the unit for an extended period of time.  Also the picture on the box showed the inner coil glowing, which gives you a sense this unit puts out some heat.  That doesn't happen either.  Would maybe use this in a office setting but not in a work shop."", 'I bought this product  because I have a moderate problem with bed bugs and I know heat is supposed to be one of the methods of killing these bugs. I have not tried using it for this purpose yet but I have used it in my bathroom to see if it would help dry wet clothes which worked well and it also helped me to see how well it heated and see if maybe if it could be a possibility for killing the bugs I have a problem with. not sure if it strong enough for this idea but works great for helping dry clothes and heat a small bathroom. I would suggest anyone trying to use it for any of these purposes closely moniter this heater and not leaving it on when leaving their home or for extended lengths of time , but it is a nice little heater and I would recommend it.', ""Purchases this item because I just poker games in my garage and living in Chicago and being in the winter we needed a heater to help out during game time. I put the heater in max mode and not matter what it just wasn't throwing out enough heat.You literally have to be right in front of the heater to feel anything. I wanted something affordable that was not powered by propane however they do say u get what you paid for."", ""I bought two of these for my garage and disregarded the previous reviews i read. The fan barely puts air out. It gets hot, but the fan almost seems like the motor is junk. I'll still use it. I'll just put a box fan behind it so it can actually move heat around."", ""The heater is built well and is safe however its useless in a garage or outdoors. I would recommend it for use in a indoor room or basement environment where it doesn't have to compete with more harsh temperatures. Not exactly what I was hoping for!"", 'This looks good in the pictures, but is a terrible heater. The forced air is a joke. Plus it does not get hot. With the thermostat on high, after 15 minutes, I could still hold my hand about six inches in front of the grill. Very disappointed.', 'I thought I was going to buy this to upgrade the heater I use at work in the shop. I ended up just putting it in my car that I’m working on on the side of my house. It gets to about 80° inside just a car. I don’t expect it would be able to heat the shop. The fan is very weak as well.', 'It is good product for the price, it is slow on heating a large area but keeps it at a good temperature.', 'It came in a timely manner and works great as long as its pointed at you. Give it a little time and it does warm a small space up']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DuraHeat,Electric,"Forced Air/Fan Heater, Electric Portable Heater",Forced Air,"Garage, Wall",,"Metal, Steel",Variable,Dial,EUH1500,120 V,"Handle, Indoor",,1500,,,,,,250 to 499sq ft,"8 in, 8in.",EUH1500,,,,,,,,,,0013204415006,0013204415006,Multicolor,,,,,,,,,,,,24hr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heater 3 Seconds Quick Heating Winter Household Cooling Dual-use Energy saving ,69.8, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,Does not apply,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 cm,,,,,,,,,,,,ABS + PPS,AC220V / 50HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Speed Heater Household Heating Cool Dual Use Touch Button Overheat Protection,69.4,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,,,,,,,,,,,,,,,,,,,,,Does Not Apply,,,,,,,,,,,Does not apply,White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120 cm,,,,,,,,,,,,ABS + PPS,AC220V / 50HZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Heater For Home 900w Mini Fan Heater Home Heating Electric Warm Air New,68.88,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,"Electric, Fan",Unit Heater,Forced Air/Fan,Wall,,Aluminum,1,,,220 V,Auto Shut-off,,800-900 W,Strip,Brass,,,,,,Dose Not Apply,,,,,,,,,,,,,,,,,,,,China,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bedroom ,  Living Room",Home appliances,heater 12v,11-20㎡,Bathroom heater,Electric Warm Heater,Remote Controlled,<20㎡,not included CR2032 Lithium 3v,induction heater,Second Gear,heater electric low consumption,Heater for feet,Adjustable Thermostat,heater electrics,,,
110V-220V Heating pad Wires Controller 1400W Silicone Heater Convenient,67.21,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",unbranded,Electric,Silicone Heater Mat Pad,,,,Silicone,,,Heating Pad,110/220 V,,,1400W,,,,,,,,Does Not Apply,,,,,,,,,,,,As Pictures Show,,,,,,,,,,,,,,,,,400 * 400 * 1.5mm,,,,,,,,,,,,,,,,,,,,,Heating Pad,75.63 (Ω),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dreo 1500W Space Heater 70° Oscillating Electric Heater with Digital Thermost...,65.11,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Dreo,Electric,,,,,Ceramic,,Digital,Does not apply,,Oscillation,,,,,,,,,,DRHSH004G,,,,,,,,,,0850032505772,0850032505772,Silver,,,,,,,,,,,,,,,,0850032505772,10.3 inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MINI Portable Fast Heater Heated Heating Electric Cooler Hot Fan Winter 800W,65.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Sakus,Electric,Portable Heater,Forced Air/Fan,"Desk/Tabletop, Floor",,ABS + PC,1,Switch,,220 V,,,800 W,,,,,,,,,,,,,,,,,,,,As the same picture,,A+++,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Marketing of America Inc. TT-15CSA Single Burner Tank Top Heater (tt15csa),67.52,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",World Marketing of America Inc.,,Radiative Heater,,,,,,,TT15CSA,,,,,,,,,,,,tt-15csa,,,,,,,,,,,013204301507,Silver,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Outdoor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calentador De Agua Cubeta De Inmersión Con Elemento Calefactor Immersion Heater,69.99,13 watchers, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Calentador De Agua,Electric,immersion water heater,Boiler,Wall,,Stainless Steel,1,Switch,Does Not Apply,120 V,Auto Shut-off,,1500w,heat,Stainless Steel,Less Than 80%,None,does not apply,~5 gallons or more,3X3X16.7 inches,Does not apply,3 or Less,3X3X16.7 inches,3X3X16.7 inches,2-5 gal (6-19 L),A+++ - D,,,,,,746739943668,Stainless Steel,,Compliant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stainless,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1500 watts,classic,
Lot of 6 MAW inc replacement wick & igniter for radiant kerosene heater #1182992,69.99, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",MAW,Kerosene,Portable Heater,Radiant,,,,,,,Not Electric,,,,,,,,,,,,,,,,,,,,,,819213006521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
