Title,Price,Sold,Reviews,Condition,Brand,Type,Features,Power (W),MPN,EAN,Heating Element Format,Model,Colour,Control Type,Custom Bundle,Location,Manufacturer Colour,Modified Item,Width,Size,UPC,Non-Domestic Product,Material,Power Source,Mounting Location,Number of Heat Settings,Area Covered,Power,Control Style,Heating Element Material,Height,Depth,Heating System,Voltage,Color,Assembled Product Dimensions (L x W x H),Power Type,Manufacturer Part Number,Recommended Location,Assembled Product Weight,Manufacturer,ISBN,Timer Control,Item Length,Smart Home Protocol,Item Width,Bundle Listing,Unit Quantity,Unit Type,Bundle Description,Country/Region of Manufacture,Customized,Item Weight,Modification Description,Motorized,Personalized,Cable Length,Year Manufactured,Design,Voltage Supply,Item Depth,Operating Sound Rating,Annual Fuel Utilization Efficiency (AFUE),Air Direction,Number of Cool Speeds,Heating Technology,BTU Heating Rating,Room Coverage Area,Energy Star,Tank Capacity,Energy Efficiency Ratio (EER),Style,Noise Level,Manufacturer Color,OutOfStockControl,Item Height,Prop65_fl,Prop65Warning,Current Rating,Manufacturer Warranty,Connectivity,Product Weight (lb.),Power/Fuel Type,Product Width (in.),Indoor/Outdoor,Amperage (amps),Room Size,Portable Heater Features,Product Depth (in.),Area Heated (Sq. Ft.),Wattage (watts),Heater Type,Product Height (in.),Portable Heater Safety Features,Cord Length (in.),Voltage (volts),Heater Controls,Smart Home Compatibility,Heating Method,Item Dimensions LxWxH,Assembled Height (Inches),Use Location,Current Rating (Amps),Lowe's Exclusive,Energy Saving Setting,Thermostat,Warranty,EC Range,Manufacturer Color/Finish,Anti-Freeze Setting,Remote Control Included,Portable,Timer,Package Quantity,Series Name,CA Residents: Prop 65 Warning(s),Suitable for Safe Rooms,Wattage,Application,Certifications,Clearance,Heating Wattage,Maintained Operational Temperature,Recommended Environment,Remote Control,Compressive strength,Power deviation,Cable length,Product Name,Thickness,Shipping,Heat Output,Country of Origin,Compatible Brand,Voltage / Wattage / Amperage,Poultry Species,Hatching Egg Breed,Built In Thermostat,Clearance to Combustible Materials,Product Color / Weight,Product Dimensions,Programmable Timer,Remote Control / In-Cord Switch,RESTOCK FEE,Heating BTU,Tonnage,Product Width (in),Cord Length (in),Area Heated (Sq Ft),Heat rating (BTU/hour),Pack Size,Product Height (in),Color Family,globalTradeItemNumber (GTIN),Product Weight (lb),Certifications and Listings,Product Depth (in),Power consumption,Product weight,Heater type,Fins width,Package includes,Oil volume,Power supply,Indoor/outdoor,Item model number,Warranty Description,Department,Finish Types,Number of Pieces,Volume,Is Discontinued By Manufacturer,Batteries Required,Import Designation,item_length,item_width,Accessory Type,Use,Price,Seller,Returns,Service,Satisfaction,USA Shipping,Customer service,Shipping Exclusions,Topic,Language,Age Level,Refrigerant,PackQty,Compressor Type,style,Heater Style,Date Made,Dimensions,Features 1,Features 2,Source,2 heat settings,Carry Handle,Mount Location,Product Length (in),Bulb Type,Number of Elements,Energy Rating,manufacturer_part_number,Origin,Certification,Model Number,Insulation,Pattern Name,Battery Capacity,Battery Life,Weight,Length,Number of Batteries,Battery Size,Battery Included,Motor Type,SKU,StoreCategoryID,Output Power,Gift,Hight,UPC/GTIN Code,Mor Electric Heating SKU,Assembly Required,Firmness,Mount Type,Number of Items in Set,Product,Set Includes,Binding,Studio,Publisher,ProductTypeName,ProductGroup,PackageQuantity,NumberOfItems,Label,Model No.,Application/Usage,Area Coverage,Form Factor,Heating Element,Input Current,Input Voltage,Maximum Heat Power,Oscillation,Power Consumption,Product Model,Product Type,Weight (Approximate),Time Control,Room,Contents of the package,Rated power,Direction adjustment,Power cord length,brand name,Heating method,Overall Height,Overall Width,Heating Element Type,Cord Length,Plug Type,UL Listing,Minimum Heat Power,Baseboard Heating Type,Hydronic,Heating Technology Type,Vented,Heating Product Type,Home Decor Style,Price Per Unit UOM,Fuel Type,Count Per Pack,Country of Origin - Textiles,Finish,Is Portable,Count,Age Group,Color Category,Contained Battery Type,Recommended Use,PPU Quantity of Units,Piece Count,"Cleaning, Care & Maintenance",Shape,Maximum Room Size,Power Options
Electric Mini Home Heater Warmer Bedroom Small Fan Heater Winter Ceramic Heating,70.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Portable Heater,Auto Shut-off,,Does Not Apply,,,Does Not Apply,,,No,,,,,,,,"Fireproof Plastic, High Temperature Resistant Plastic","Electric, Fan","Cabinet, Desk/Tabletop, Floor",2,Does Not Apply,300-600 W,Switch,,,,Forced Air/Fan,220 V,White and Black,,,,,,,,,,HomePlug,,,,,,China,,,,,,,,,,,,Does Not Apply,,,,Does Not Apply,,A+,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fine/Line 30 4 ft. Hydronic Baseboard Fully Assembled Element Enclosure White,74.96,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Slant/Fin,Baseboard & Floor,N/A,,101-401-4,0042541000910,N/A,101-401-4,,,,,,,,,0042541000910,,Steel,N/A,Wall,N/A,N/A,Less Than 10 W,N/A,Steel,,,hydronic,Not Electric,NU WHITE,,,,,,,,,0in,,8.5in,,,,,,,,,,,,,,,49in,None,N/A,,,,2320BTU,,N/A,N/A,N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stens 040-006 Rotor Kit Fits Desa PP204,72.99,30-day returns,"['Perfect fit in my Reddy Heater 50,000 BTU space heater.', 'Good price, good quality, fit perfect. Got my heater up and running for the winter.', 'Just what I needed to fix my heater 100% as described works great thanks again', 'Works and fits perfectly.', 'Works good thanks', 'It work !!!got it in 2 days', 'It does the job']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Desa,Portable Heater,Not Available,,040-006,0013204092047,,Not Available,,,,,,,,,0013204092047,,Steel,"Battery, Kerosene",Floor,2,,,,,,,Forced Air/Fan,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stens Parts & Accessories,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini Space Heaters Electric Winter Warmer Adjustment Shaking Head Heating 1000W ,70.74,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Unbranded,Portable Heater,Auto Shut-Off,,PbD7468638,,,H1809,,,,,,,,"About 18.5x11x19.6cm/7.28""x4.33""x7.72""",,,High Flame Retardant ABS Shell+High Temperature Resistant Nylon,,,,,,,,,,,220V,Black,,,PbD7468638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35W/650W/1000W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antique WESIX ELECTRIC Space Heater    Art Deco,71.28,30-day returns, ,,Thermador,,,,,,,,,,,,,,,,Does not apply,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrared Tower Heater 1500 Watts Electric Space Fan 2 Settings Efficient RV Room,72.96,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Infrared Tower Heater 1500 Watts,Tower Heater,"Fan, Thermostat, 2 Heat Settings, Infrared, Tip Over Safety Protection, Stay Cool Exterior, ETL Listed, Auto Shut-off",,Does Not Apply,,..,Infrared Tower Heater 1500 Watts,,,,,,,,,Does Not Apply,,Metal,"Electric, Fan","Free Standing, Cabinet, Floor",2,..,1500 Watts,,Infrared,,,Infrared,120 V,Black,,,,,,,,,"12.5""",,"8.2""",,,,,,,,,,,,,,,"8.2""",..,..,,,,1500 Watts,,5 Stars,None,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++ - G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko Space Heater Convection Automatic Air Flow Electric Portable 1500 Watt New,74.95, ,"[""With the cold grip of a long winter making the house too chilly to stay comfortable, I looked for some space heaters to help out the central A/C system. After checking out just about all of the available products on the market, I spotted the Lasko 5812 heater on Ebay- the ONLY one I could find that directs warm air into the room from the bottom of the unit at floor level. For its size, this compact ceramic heater does a good job of keeping my feet warm and taking the chill out of any room where it is employed. A bigger than expected fan motor, quiet operation and good performance makes this a 'top pick' portable heater for the price."", ""Best heater on the market, so far. Heat where ever you put it very efficiently to the point, at times, I findmyself turning it down. Have one in my room, and the bathroom, which I let my brother hold for his room, so gonna get another for the bathroom, and one for the kitchen, because we're rarely in the living room. We're able to turn the gas hear off for the entire winter, and use it only to cook and wash clothes, with agas bill of less than $40 a month. The electric is a little higher than normal due to the heater, but nowherenear what utilities would normally cost with the gas included. So yes, this heater does actually save you a lot of money in other areas. And it's extremely sturdy, with a tip over mechanism that works even if the heater is slightly tilted.  Highly recommend. "", ""This has been the very best room heater i have ever purchased it keeps the whole room very warm i can even feel it from 5 feet away constructed like a regular furnace but much smaller don't let the size fool you this little heater will put out the heat baby and i will be buying more of them if they are still in stock i would recommend the Lasko 5812 anytime. thanks guys for a great deal that was well worth every penny."", 'It is the most powerful heater I have owned. The first Lasko 5812 lasted 8 and one half years. It gives more heat on high as the duraflame cabinet heater I purchased for $100.00 this past fall. I should have bought another one of these to heat my larger room.', ""This is a great little heater. It takes the chill out of a room. It is small so it doesn't take up much room and has a safety feature which turns it off when tipped over."", 'i like that the heat comes outof the bottom at floor level . heats the room very fast.so far no problems.like the heat control thermostat.', 'great space heater! - compact, easy on-off switch and setting dial, strong flow, quiet, and best of all, even distribution of soft, warm heat. - very satisfied, AAA+. thank you.', 'Great heaters to heat rooms that you are occupying without breaking your bank account.', 'Using this in bathroom on winter mornings; does not get too hot as some can - safer to use.', 'I just got it yesterday.']","New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko,Portable Heater,"Over Safety Switch, Automatic Shutoff",,5812,,NA,NA,,,,,,,,,0046013760425,,Metal,Electric,Floor,Variable,251-300 sq ft,1001-1500 W,Dial,Metal,,,Convection,120 V,Gray,,,,,,,,,72 in,,7.28 in,,,,,,,,,,,,,,,11.8 in,NA,NA,,,,NA,,Compliant,NA,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ontel Handy Heater Heat Boss 1200 Watt Pure Warmth Space Heater,74.44, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Handy Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Electric Space Heater 1500W Ceramic Tower Fan Heater Digital LED Display Auto...,73.77,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Phreewill,,,,Does not apply,Does not apply,,Does not apply,,,,,,,,,704771493305,,,,,,,,,,,,,,,,,,,,,0704771493305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Free Shipping,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cute,Best,Funny,Girls,Kids,Boy,Girls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Marketing of America Inc. XTR4000 5120 Btu Workspace Heater,70.07,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",World Marketing of America Inc.,Space Heaters,,,xtr4000,,,,,,,,,,,,013204040000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dayton 36"" Electric Baseboard Heater, 750W, 240V,3UG83D Free Shipping!!",75.0, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DAYTON,Baseboard,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pan-Tech HX-003 Igintion Transformer Gas Oil Heater Burner 240V- 14KV 50HZ NEW,72.95, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Pan-Tech,,,,"2138NR, HX-007",,,HX-007,,,,,,,,,Does not apply,,,"120VAC, Electric",,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Infrared Tower Heater Model No. 32222 1500 Watts Heats 500 Ft. 20"" High NIB",74.99, , ,,Unbranded,Tower Heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portable Electric Space Heater 1500 Watt Forced Air Tube Fan PTC Ceramic Element,73.99,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",DuraHeat,Portable Heater,Auto Shut-off,,00114657,0013204114657,,00114657,,,,,,,,,013204114657,,Steel,Electric,Floor,Variable,201-250 sq ft,1001-1500 W,Dial,Steel,,,Forced Air/Fan,120 V,Yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5000-5999 BTU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lasko 754201 Small Portable 1500W Electric Ceramic Space Heater with Tip-Over,70.95,Last item available, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Lasko Products,Does not apply,,,,07445032830899,,,,,,,,,,,7445032830899,,,Corded Electric,,,,,,,,,,,Dark Gray,,,,,,Lasko Products,Does not apply,,,,,,,,,,,3.58 pounds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Convection,6 x 7 x 9.2 inches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,China,,,,,,,,6 x 7 x 9.2 inches,,,,,,,,,,,,,,,,,,,,,,,,,754201,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Air Choice OH907R Oil Filled Radiator Electric Heater Whole Room Black 1500W,70.0, , ,,Air Choice,,,,,,,,,,,,,,,,Does not apply,,,"Electric, Oil",,,,,Digital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orpat OQH 1280 Ergonomic Design Climate Control Portable Quartz Room Heater ,,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Orpat,Quartz Heater,,,Does Not Apply,,Strip,OQH 1280,,,No,,,,,,Does not apply,,Metal,Electric,Floor,2,101-150 sq ft,400 W & 800 W,,,,,Radiant,240 V,White,,,,,,,,,37 Cm Approx,Infrared,12 Cm Approx,,,,,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700 Gram Approx,,,,,,,,,,39 Cm Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Protemp 5 kW Electric Fan Heater  PT-05-400-EU (NO PLUG),70.0,30-day returns, ,,Protemp,,,,DOES NOT APPLY,,,,,,,,,,,,Does not apply,,,"Electric, Fan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Dreo 24"" Space Heater, 10ft/s Fast Quiet Heating Portable Electric Heater with R",70.0, , ,,Dreo,Portable Heater,,,,,,DR-HSH001,,,,,,,,,na,,,Electric,,,,,,,,,,,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orpat OQH 1200 Modern Sturdy Design Climate Control Portable Quartz Room Heater,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Orpat,Quartz Heater,Oscillation,,Does Not Apply,,Strip,OQH 1200,,,No,,,,,,Does not apply,,Metal,Electric,Floor,3,151-200 sq ft,"400 W ,800 W & 1200 Watt","Digital, Remote Control",Copper,58 Cm Approx,,Radiant,240 V,Grey,,,,,,,,,35 Cm Approx,Infrared,16 Cm Approx,,,,,India,,,,,,,,,,16 in,None,Less Than 80%,,,,Mention on pack,,A+,1 gal or Less (5 L),Mention on pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A+++ - D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2900 Gram Approx,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dayton 3Vu34B Portable Electric Jobsite & Garage Heater,, , ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Dayton,Portable Heater,,,,,,,,,,,,,,,,,,Electric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Replacement heater for metro kotatsu U-shaped quartz tube heater MSU-501H (K),72.74,30-day returns, ,"New: A brand-new, unused, unopened, undamaged item in its original packaging (where packaging is applicable). Packaging should be the same as what is found in a retail store, unless the item is handmade or was packaged by the manufacturer in non-retail packaging, such as an unprinted box or plastic bag. See the seller's listing for full details. ",Metro Electric Industry,kotatsu,,,Does not apply,,,MSU-501H(K),,,,,,,,,Does not apply,,,Electric,,,,,,,,,Quartz tube heater,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
